full_text,kelas,cleaned_text,lower_text,tokens,no_stopwords,stemmed_tokens,processed_text
Gerakan Perlawanan Islam Palestina (Hamas) melontarkan kecaman keras terhadap kejahatan biadab rezim zionis yang didukung penuh oleh rezim Amerika.,Positif,Gerakan Perlawanan Islam Palestina Hamas melontarkan kecaman keras terhadap kejahatan biadab rezim zionis yang didukung penuh oleh rezim Amerika,gerakan perlawanan islam palestina hamas melontarkan kecaman keras terhadap kejahatan biadab rezim zionis yang didukung penuh oleh rezim amerika,"['gerakan', 'perlawanan', 'islam', 'palestina', 'hamas', 'melontarkan', 'kecaman', 'keras', 'terhadap', 'kejahatan', 'biadab', 'rezim', 'zionis', 'yang', 'didukung', 'penuh', 'oleh', 'rezim', 'amerika']","['gerakan', 'perlawanan', 'islam', 'palestina', 'hamas', 'melontarkan', 'kecaman', 'keras', 'kejahatan', 'biadab', 'rezim', 'zionis', 'didukung', 'penuh', 'rezim', 'amerika']","['gerakan', 'perlawanan', 'islam', 'palestina', 'hama', 'melontarkan', 'kecaman', 'kera', 'kejahatan', 'biadab', 'rezim', 'zioni', 'didukung', 'penuh', 'rezim', 'amerika']",gerakan perlawanan islam palestina hama melontarkan kecaman kera kejahatan biadab rezim zioni didukung penuh rezim amerika
Ini bukan sekedar islam.. ini udah pembunuhan pembantaian sipil.anak2 gak tau apa2. Dibom dibumi hangus kan..biadab kamu kalagondang!,Negatif,Ini bukan sekedar islam ini udah pembunuhan pembantaian sipilanak gak tau apa Dibom dibumi hangus kanbiadab kamu kalagondang,ini bukan sekedar islam ini udah pembunuhan pembantaian sipilanak gak tau apa dibom dibumi hangus kanbiadab kamu kalagondang,"['ini', 'bukan', 'sekedar', 'islam', 'ini', 'udah', 'pembunuhan', 'pembantaian', 'sipilanak', 'gak', 'tau', 'apa', 'dibom', 'dibumi', 'hangus', 'kanbiadab', 'kamu', 'kalagondang']","['sekedar', 'islam', 'udah', 'pembunuhan', 'pembantaian', 'sipilanak', 'gak', 'tau', 'dibom', 'dibumi', 'hangus', 'kanbiadab', 'kalagondang']","['sekedar', 'islam', 'udah', 'pembunuhan', 'pembantaian', 'sipilanak', 'gak', 'tau', 'dibom', 'dibumi', 'hangu', 'kanbiadab', 'kalagondang']",sekedar islam udah pembunuhan pembantaian sipilanak gak tau dibom dibumi hangu kanbiadab kalagondang
@talangijoo Islam itu bersih dari kelakuan biadab cuma gambar tutup besi bisa lu bikin narasi itulah yg dinamakan Dajjal si perusak ada yg percaya ada dengan cerita lu ? Ada pengikut dajjal itu sendiri,Negatif, Islam itu bersih dari kelakuan biadab cuma gambar tutup besi bisa lu bikin narasi itulah yg dinamakan Dajjal si perusak ada yg percaya ada dengan cerita lu  Ada pengikut dajjal itu sendiri, islam itu bersih dari kelakuan biadab cuma gambar tutup besi bisa lu bikin narasi itulah yg dinamakan dajjal si perusak ada yg percaya ada dengan cerita lu  ada pengikut dajjal itu sendiri,"['islam', 'itu', 'bersih', 'dari', 'kelakuan', 'biadab', 'cuma', 'gambar', 'tutup', 'besi', 'bisa', 'lu', 'bikin', 'narasi', 'itulah', 'yg', 'dinamakan', 'dajjal', 'si', 'perusak', 'ada', 'yg', 'percaya', 'ada', 'dengan', 'cerita', 'lu', 'ada', 'pengikut', 'dajjal', 'itu', 'sendiri']","['islam', 'bersih', 'kelakuan', 'biadab', 'gambar', 'tutup', 'besi', 'lu', 'bikin', 'narasi', 'yg', 'dinamakan', 'dajjal', 'si', 'perusak', 'yg', 'percaya', 'cerita', 'lu', 'pengikut', 'dajjal']","['islam', 'bersih', 'kelakuan', 'biadab', 'gambar', 'tutup', 'besi', 'lu', 'bikin', 'narasi', 'yg', 'dinamakan', 'dajjal', 'si', 'perusak', 'yg', 'percaya', 'cerita', 'lu', 'pengikut', 'dajjal']",islam bersih kelakuan biadab gambar tutup besi lu bikin narasi yg dinamakan dajjal si perusak yg percaya cerita lu pengikut dajjal
@talangijoo Duhai kaum babi sadarlah yahudi musuh yg nyata bagimu btapa biadab dia membunuh yesus membom grezaa2 mu meludahi saudara2 mu yg ziarah ke Yerusalem wahai kaum babi bangun lah dr tidur panjangmu Mari bersama islam boikot zionis israhell ,Negatif, Duhai kaum babi sadarlah yahudi musuh yg nyata bagimu btapa biadab dia membunuh yesus membom grezaa mu meludahi saudara mu yg ziarah ke Yerusalem wahai kaum babi bangun lah dr tidur panjangmu Mari bersama islam boikot zionis israhell , duhai kaum babi sadarlah yahudi musuh yg nyata bagimu btapa biadab dia membunuh yesus membom grezaa mu meludahi saudara mu yg ziarah ke yerusalem wahai kaum babi bangun lah dr tidur panjangmu mari bersama islam boikot zionis israhell ,"['duhai', 'kaum', 'babi', 'sadarlah', 'yahudi', 'musuh', 'yg', 'nyata', 'bagimu', 'btapa', 'biadab', 'dia', 'membunuh', 'yesus', 'membom', 'grezaa', 'mu', 'meludahi', 'saudara', 'mu', 'yg', 'ziarah', 'ke', 'yerusalem', 'wahai', 'kaum', 'babi', 'bangun', 'lah', 'dr', 'tidur', 'panjangmu', 'mari', 'bersama', 'islam', 'boikot', 'zionis', 'israhell']","['duhai', 'kaum', 'babi', 'sadarlah', 'yahudi', 'musuh', 'yg', 'nyata', 'bagimu', 'btapa', 'biadab', 'membunuh', 'yesus', 'membom', 'grezaa', 'mu', 'meludahi', 'saudara', 'mu', 'yg', 'ziarah', 'yerusalem', 'kaum', 'babi', 'bangun', 'dr', 'tidur', 'panjangmu', 'mari', 'islam', 'boikot', 'zionis', 'israhell']","['duhai', 'kaum', 'babi', 'sadarlah', 'yahudi', 'musuh', 'yg', 'nyata', 'bagimu', 'btapa', 'biadab', 'membunuh', 'yesu', 'membom', 'grezaa', 'mu', 'meludahi', 'saudara', 'mu', 'yg', 'ziarah', 'yerusalem', 'kaum', 'babi', 'bangun', 'dr', 'tidur', 'panjangmu', 'mari', 'islam', 'boikot', 'zioni', 'israhel']",duhai kaum babi sadarlah yahudi musuh yg nyata bagimu btapa biadab membunuh yesu membom grezaa mu meludahi saudara mu yg ziarah yerusalem kaum babi bangun dr tidur panjangmu mari islam boikot zioni israhel
@aesculapiusw Hanya di Indonesia mayoritas Islam di tengah kemerdekaan bisa terjadi pembantaian umat mayoritas scara membabi buta dan biadab anak kecil dan wanita juga jadi sasaran. Anak kecil jdi korban pembantaian laskar Kristus biadab dan bengis. Pentolan nya masih duduk dijabatan tinggi RI https://t.co/lDZLUMFko9,Negatif, Hanya di Indonesia mayoritas Islam di tengah kemerdekaan bisa terjadi pembantaian umat mayoritas scara membabi buta dan biadab anak kecil dan wanita juga jadi sasaran Anak kecil jdi korban pembantaian laskar Kristus biadab dan bengis Pentolan nya masih duduk dijabatan tinggi RI , hanya di indonesia mayoritas islam di tengah kemerdekaan bisa terjadi pembantaian umat mayoritas scara membabi buta dan biadab anak kecil dan wanita juga jadi sasaran anak kecil jdi korban pembantaian laskar kristus biadab dan bengis pentolan nya masih duduk dijabatan tinggi ri ,"['hanya', 'di', 'indonesia', 'mayoritas', 'islam', 'di', 'tengah', 'kemerdekaan', 'bisa', 'terjadi', 'pembantaian', 'umat', 'mayoritas', 'scara', 'membabi', 'buta', 'dan', 'biadab', 'anak', 'kecil', 'dan', 'wanita', 'juga', 'jadi', 'sasaran', 'anak', 'kecil', 'jdi', 'korban', 'pembantaian', 'laskar', 'kristus', 'biadab', 'dan', 'bengis', 'pentolan', 'nya', 'masih', 'duduk', 'dijabatan', 'tinggi', 'ri']","['indonesia', 'mayoritas', 'islam', 'kemerdekaan', 'pembantaian', 'umat', 'mayoritas', 'scara', 'membabi', 'buta', 'biadab', 'anak', 'wanita', 'sasaran', 'anak', 'jdi', 'korban', 'pembantaian', 'laskar', 'kristus', 'biadab', 'bengis', 'pentolan', 'nya', 'duduk', 'dijabatan', 'ri']","['indonesia', 'mayorita', 'islam', 'kemerdekaan', 'pembantaian', 'umat', 'mayorita', 'scara', 'membabi', 'buta', 'biadab', 'anak', 'wanita', 'sasaran', 'anak', 'jdi', 'korban', 'pembantaian', 'laskar', 'kristu', 'biadab', 'bengi', 'pentolan', 'nya', 'duduk', 'dijabatan', 'ri']",indonesia mayorita islam kemerdekaan pembantaian umat mayorita scara membabi buta biadab anak wanita sasaran anak jdi korban pembantaian laskar kristu biadab bengi pentolan nya duduk dijabatan ri
Arab Saudi pengkhianat perjuangan Islam menghancurkan rezim biadab Zionis Israel. #FreePalestineðŸ‡¯ðŸ‡´,Negatif,Arab Saudi pengkhianat perjuangan Islam menghancurkan rezim biadab Zionis Israel FreePalestine,arab saudi pengkhianat perjuangan islam menghancurkan rezim biadab zionis israel freepalestine,"['arab', 'saudi', 'pengkhianat', 'perjuangan', 'islam', 'menghancurkan', 'rezim', 'biadab', 'zionis', 'israel', 'freepalestine']","['arab', 'saudi', 'pengkhianat', 'perjuangan', 'islam', 'menghancurkan', 'rezim', 'biadab', 'zionis', 'israel', 'freepalestine']","['arab', 'saudi', 'pengkhianat', 'perjuangan', 'islam', 'menghancurkan', 'rezim', 'biadab', 'zioni', 'israel', 'freepalestin']",arab saudi pengkhianat perjuangan islam menghancurkan rezim biadab zioni israel freepalestin
@ZERO48705828 @udaytokay Kalau Milkul Yamin mu ini dapat pahala kalau bisa mempraktekkannya kpd non Islam ya?? Agar mrk gentar jadi non Islam lalu mualaf??? Biadab. https://t.co/9ospSs09Lk,Negatif,  Kalau Milkul Yamin mu ini dapat pahala kalau bisa mempraktekkannya kpd non Islam ya Agar mrk gentar jadi non Islam lalu mualaf Biadab ,  kalau milkul yamin mu ini dapat pahala kalau bisa mempraktekkannya kpd non islam ya agar mrk gentar jadi non islam lalu mualaf biadab ,"['kalau', 'milkul', 'yamin', 'mu', 'ini', 'dapat', 'pahala', 'kalau', 'bisa', 'mempraktekkannya', 'kpd', 'non', 'islam', 'ya', 'agar', 'mrk', 'gentar', 'jadi', 'non', 'islam', 'lalu', 'mualaf', 'biadab']","['milkul', 'yamin', 'mu', 'pahala', 'mempraktekkannya', 'kpd', 'non', 'islam', 'ya', 'mrk', 'gentar', 'non', 'islam', 'mualaf', 'biadab']","['milkul', 'yamin', 'mu', 'pahala', 'mempraktekkannya', 'kpd', 'non', 'islam', 'ya', 'mrk', 'gentar', 'non', 'islam', 'mualaf', 'biadab']",milkul yamin mu pahala mempraktekkannya kpd non islam ya mrk gentar non islam mualaf biadab
@tweetDeecoRen Bagian mana yg salah?? Khalal bagi klean untuk memperbudak dan ngewe tahanan non Islam/kafir. Ajaran biadab. Pantesan buanyak bgt terorisnya. https://t.co/Ajd5ZIW0tR,Negatif, Bagian mana yg salah Khalal bagi klean untuk memperbudak dan ngewe tahanan non Islamkafir Ajaran biadab Pantesan buanyak bgt terorisnya , bagian mana yg salah khalal bagi klean untuk memperbudak dan ngewe tahanan non islamkafir ajaran biadab pantesan buanyak bgt terorisnya ,"['bagian', 'mana', 'yg', 'salah', 'khalal', 'bagi', 'klean', 'untuk', 'memperbudak', 'dan', 'ngewe', 'tahanan', 'non', 'islamkafir', 'ajaran', 'biadab', 'pantesan', 'buanyak', 'bgt', 'terorisnya']","['yg', 'salah', 'khalal', 'klean', 'memperbudak', 'ngewe', 'tahanan', 'non', 'islamkafir', 'ajaran', 'biadab', 'pantesan', 'buanyak', 'bgt', 'terorisnya']","['yg', 'salah', 'khalal', 'klean', 'memperbudak', 'ngew', 'tahanan', 'non', 'islamkafir', 'ajaran', 'biadab', 'pantesan', 'buanyak', 'bgt', 'terorisnya']",yg salah khalal klean memperbudak ngew tahanan non islamkafir ajaran biadab pantesan buanyak bgt terorisnya
fuck tu pun mencarut dik. kalau duluÂ² dah kena sepak dah pasal biadab sangat. mak pak tak ajaq ka? p.s. tolong bentang audit banjir. orang islam kena jujur kan? #adab&gt;skills,Negatif,fuck tu pun mencarut dik kalau dulu dah kena sepak dah pasal biadab sangat mak pak tak ajaq ka ps tolong bentang audit banjir orang islam kena jujur kan adabgtskills,fuck tu pun mencarut dik kalau dulu dah kena sepak dah pasal biadab sangat mak pak tak ajaq ka ps tolong bentang audit banjir orang islam kena jujur kan adabgtskills,"['fuck', 'tu', 'pun', 'mencarut', 'dik', 'kalau', 'dulu', 'dah', 'kena', 'sepak', 'dah', 'pasal', 'biadab', 'sangat', 'mak', 'pak', 'tak', 'ajaq', 'ka', 'ps', 'tolong', 'bentang', 'audit', 'banjir', 'orang', 'islam', 'kena', 'jujur', 'kan', 'adabgtskills']","['fuck', 'tu', 'mencarut', 'dik', 'dah', 'kena', 'sepak', 'dah', 'pasal', 'biadab', 'mak', 'ajaq', 'ka', 'ps', 'tolong', 'bentang', 'audit', 'banjir', 'orang', 'islam', 'kena', 'jujur', 'adabgtskills']","['fuck', 'tu', 'mencarut', 'dik', 'dah', 'kena', 'sepak', 'dah', 'pasal', 'biadab', 'mak', 'ajaq', 'ka', 'ps', 'tolong', 'bentang', 'audit', 'banjir', 'orang', 'islam', 'kena', 'jujur', 'adabgtskil']",fuck tu mencarut dik dah kena sepak dah pasal biadab mak ajaq ka ps tolong bentang audit banjir orang islam kena jujur adabgtskil
Sbg Muslim tnp in pun sy meyakini tdk adanya kejadian sperti it. Mski org yg beragama Islam ad jg yg biadab tp org yg sdh sampe pd tahap berani Jihad tdk mgkin serendah it.,Positif,Sbg Muslim tnp in pun sy meyakini tdk adanya kejadian sperti it Mski org yg beragama Islam ad jg yg biadab tp org yg sdh sampe pd tahap berani Jihad tdk mgkin serendah it,sbg muslim tnp in pun sy meyakini tdk adanya kejadian sperti it mski org yg beragama islam ad jg yg biadab tp org yg sdh sampe pd tahap berani jihad tdk mgkin serendah it,"['sbg', 'muslim', 'tnp', 'in', 'pun', 'sy', 'meyakini', 'tdk', 'adanya', 'kejadian', 'sperti', 'it', 'mski', 'org', 'yg', 'beragama', 'islam', 'ad', 'jg', 'yg', 'biadab', 'tp', 'org', 'yg', 'sdh', 'sampe', 'pd', 'tahap', 'berani', 'jihad', 'tdk', 'mgkin', 'serendah', 'it']","['sbg', 'muslim', 'tnp', 'in', 'sy', 'tdk', 'kejadian', 'sperti', 'it', 'mski', 'org', 'yg', 'beragama', 'islam', 'ad', 'jg', 'yg', 'biadab', 'tp', 'org', 'yg', 'sdh', 'sampe', 'pd', 'tahap', 'berani', 'jihad', 'tdk', 'mgkin', 'serendah', 'it']","['sbg', 'muslim', 'tnp', 'in', 'sy', 'tdk', 'kejadian', 'sperti', 'it', 'mski', 'org', 'yg', 'beragama', 'islam', 'ad', 'jg', 'yg', 'biadab', 'tp', 'org', 'yg', 'sdh', 'samp', 'pd', 'tahap', 'berani', 'jihad', 'tdk', 'mgkin', 'serendah', 'it']",sbg muslim tnp in sy tdk kejadian sperti it mski org yg beragama islam ad jg yg biadab tp org yg sdh samp pd tahap berani jihad tdk mgkin serendah it
@alden93050 @talangijoo Lo pasti bukan bagian dari Islam. Mknya g punya Ilmu dan komentar. Itu BIADAB. Dalam Islam semua aspek kehidupan termasuk perkawinan yg di dalamnya ada persoalan sex diatur menggunakan Ilmu. Menggunakan ilmu Fiqih. Bukan asal bacot.... https://t.co/P21I8pju6v,Positif,  Lo pasti bukan bagian dari Islam Mknya g punya Ilmu dan komentar Itu BIADAB Dalam Islam semua aspek kehidupan termasuk perkawinan yg di dalamnya ada persoalan sex diatur menggunakan Ilmu Menggunakan ilmu Fiqih Bukan asal bacot ,  lo pasti bukan bagian dari islam mknya g punya ilmu dan komentar itu biadab dalam islam semua aspek kehidupan termasuk perkawinan yg di dalamnya ada persoalan sex diatur menggunakan ilmu menggunakan ilmu fiqih bukan asal bacot ,"['lo', 'pasti', 'bukan', 'bagian', 'dari', 'islam', 'mknya', 'g', 'punya', 'ilmu', 'dan', 'komentar', 'itu', 'biadab', 'dalam', 'islam', 'semua', 'aspek', 'kehidupan', 'termasuk', 'perkawinan', 'yg', 'di', 'dalamnya', 'ada', 'persoalan', 'sex', 'diatur', 'menggunakan', 'ilmu', 'menggunakan', 'ilmu', 'fiqih', 'bukan', 'asal', 'bacot']","['lo', 'islam', 'mknya', 'g', 'ilmu', 'komentar', 'biadab', 'islam', 'aspek', 'kehidupan', 'perkawinan', 'yg', 'dalamnya', 'sex', 'diatur', 'ilmu', 'ilmu', 'fiqih', 'bacot']","['lo', 'islam', 'mknya', 'g', 'ilmu', 'komentar', 'biadab', 'islam', 'aspek', 'kehidupan', 'perkawinan', 'yg', 'dalamnya', 'sex', 'diatur', 'ilmu', 'ilmu', 'fiqih', 'bacot']",lo islam mknya g ilmu komentar biadab islam aspek kehidupan perkawinan yg dalamnya sex diatur ilmu ilmu fiqih bacot
@ed93510580 @talangijoo Kl bukan Islam g usah komentar. Itu BIADAB Karena ga punya ilmu. Dalam Islam semua aspek kehidupan diatur dg ilmu. Termasuk dalam kaitannya dg perkawinan persoalan sex ( termasuk pendidikan sex) ada ilmu Fiqih yg mengatur tidak sembarangan. Majalah playboy MATA LO BENGKAK https://t.co/XLpfZyOAAX,Positif,  Kl bukan Islam g usah komentar Itu BIADAB Karena ga punya ilmu Dalam Islam semua aspek kehidupan diatur dg ilmu Termasuk dalam kaitannya dg perkawinan persoalan sex  termasuk pendidikan sex ada ilmu Fiqih yg mengatur tidak sembarangan Majalah playboy MATA LO BENGKAK ,  kl bukan islam g usah komentar itu biadab karena ga punya ilmu dalam islam semua aspek kehidupan diatur dg ilmu termasuk dalam kaitannya dg perkawinan persoalan sex  termasuk pendidikan sex ada ilmu fiqih yg mengatur tidak sembarangan majalah playboy mata lo bengkak ,"['kl', 'bukan', 'islam', 'g', 'usah', 'komentar', 'itu', 'biadab', 'karena', 'ga', 'punya', 'ilmu', 'dalam', 'islam', 'semua', 'aspek', 'kehidupan', 'diatur', 'dg', 'ilmu', 'termasuk', 'dalam', 'kaitannya', 'dg', 'perkawinan', 'persoalan', 'sex', 'termasuk', 'pendidikan', 'sex', 'ada', 'ilmu', 'fiqih', 'yg', 'mengatur', 'tidak', 'sembarangan', 'majalah', 'playboy', 'mata', 'lo', 'bengkak']","['kl', 'islam', 'g', 'komentar', 'biadab', 'ga', 'ilmu', 'islam', 'aspek', 'kehidupan', 'diatur', 'dg', 'ilmu', 'kaitannya', 'dg', 'perkawinan', 'sex', 'pendidikan', 'sex', 'ilmu', 'fiqih', 'yg', 'mengatur', 'sembarangan', 'majalah', 'playboy', 'mata', 'lo', 'bengkak']","['kl', 'islam', 'g', 'komentar', 'biadab', 'ga', 'ilmu', 'islam', 'aspek', 'kehidupan', 'diatur', 'dg', 'ilmu', 'kaitannya', 'dg', 'perkawinan', 'sex', 'pendidikan', 'sex', 'ilmu', 'fiqih', 'yg', 'mengatur', 'sembarangan', 'majalah', 'playboy', 'mata', 'lo', 'bengkak']",kl islam g komentar biadab ga ilmu islam aspek kehidupan diatur dg ilmu kaitannya dg perkawinan sex pendidikan sex ilmu fiqih yg mengatur sembarangan majalah playboy mata lo bengkak
@Si_Meengg Yg paling berasa banget tapi tak tampak adalah islam = intoleran ini biadab banget kasus terbaru di solo ada festival gatau siapa tau2 viral udah tuh serbuan kalo muslim intoleran bandingkan dng tuntutan bali wisata halal lagi2 intoleran pdhl ini kasus yg sama..,Negatif, Yg paling berasa banget tapi tak tampak adalah islam  intoleran ini biadab banget kasus terbaru di solo ada festival gatau siapa tau viral udah tuh serbuan kalo muslim intoleran bandingkan dng tuntutan bali wisata halal lagi intoleran pdhl ini kasus yg sama, yg paling berasa banget tapi tak tampak adalah islam  intoleran ini biadab banget kasus terbaru di solo ada festival gatau siapa tau viral udah tuh serbuan kalo muslim intoleran bandingkan dng tuntutan bali wisata halal lagi intoleran pdhl ini kasus yg sama,"['yg', 'paling', 'berasa', 'banget', 'tapi', 'tak', 'tampak', 'adalah', 'islam', 'intoleran', 'ini', 'biadab', 'banget', 'kasus', 'terbaru', 'di', 'solo', 'ada', 'festival', 'gatau', 'siapa', 'tau', 'viral', 'udah', 'tuh', 'serbuan', 'kalo', 'muslim', 'intoleran', 'bandingkan', 'dng', 'tuntutan', 'bali', 'wisata', 'halal', 'lagi', 'intoleran', 'pdhl', 'ini', 'kasus', 'yg', 'sama']","['yg', 'berasa', 'banget', 'islam', 'intoleran', 'biadab', 'banget', 'terbaru', 'solo', 'festival', 'gatau', 'tau', 'viral', 'udah', 'tuh', 'serbuan', 'kalo', 'muslim', 'intoleran', 'bandingkan', 'dng', 'tuntutan', 'bali', 'wisata', 'halal', 'intoleran', 'pdhl', 'yg']","['yg', 'berasa', 'banget', 'islam', 'intoleran', 'biadab', 'banget', 'terbaru', 'solo', 'festiv', 'gatau', 'tau', 'viral', 'udah', 'tuh', 'serbuan', 'kalo', 'muslim', 'intoleran', 'bandingkan', 'dng', 'tuntutan', 'bali', 'wisata', 'halal', 'intoleran', 'pdhl', 'yg']",yg berasa banget islam intoleran biadab banget terbaru solo festiv gatau tau viral udah tuh serbuan kalo muslim intoleran bandingkan dng tuntutan bali wisata halal intoleran pdhl yg
@sserenly mjb kak kalo di islam orang yg biadab bgt tingkahnya emg dibiarin hidup lama sampe kiamat biar bisa lihat dan ngerasain lgsg seremnya kiamat itu yg selalu aku denger dr kecil,Positif, mjb kak kalo di islam orang yg biadab bgt tingkahnya emg dibiarin hidup lama sampe kiamat biar bisa lihat dan ngerasain lgsg seremnya kiamat itu yg selalu aku denger dr kecil, mjb kak kalo di islam orang yg biadab bgt tingkahnya emg dibiarin hidup lama sampe kiamat biar bisa lihat dan ngerasain lgsg seremnya kiamat itu yg selalu aku denger dr kecil,"['mjb', 'kak', 'kalo', 'di', 'islam', 'orang', 'yg', 'biadab', 'bgt', 'tingkahnya', 'emg', 'dibiarin', 'hidup', 'lama', 'sampe', 'kiamat', 'biar', 'bisa', 'lihat', 'dan', 'ngerasain', 'lgsg', 'seremnya', 'kiamat', 'itu', 'yg', 'selalu', 'aku', 'denger', 'dr', 'kecil']","['mjb', 'kak', 'kalo', 'islam', 'orang', 'yg', 'biadab', 'bgt', 'tingkahnya', 'emg', 'dibiarin', 'hidup', 'sampe', 'kiamat', 'biar', 'lihat', 'ngerasain', 'lgsg', 'seremnya', 'kiamat', 'yg', 'denger', 'dr']","['mjb', 'kak', 'kalo', 'islam', 'orang', 'yg', 'biadab', 'bgt', 'tingkahnya', 'emg', 'dibiarin', 'hidup', 'samp', 'kiamat', 'biar', 'lihat', 'ngerasain', 'lgsg', 'seremnya', 'kiamat', 'yg', 'denger', 'dr']",mjb kak kalo islam orang yg biadab bgt tingkahnya emg dibiarin hidup samp kiamat biar lihat ngerasain lgsg seremnya kiamat yg denger dr
@Siswotomo187571 Ternyata Indonesia ga butuh Zionis cuma butuh ngerusak Islam aja,Negatif, Ternyata Indonesia ga butuh Zionis cuma butuh ngerusak Islam aja, ternyata indonesia ga butuh zionis cuma butuh ngerusak islam aja,"['ternyata', 'indonesia', 'ga', 'butuh', 'zionis', 'cuma', 'butuh', 'ngerusak', 'islam', 'aja']","['indonesia', 'ga', 'butuh', 'zionis', 'butuh', 'ngerusak', 'islam', 'aja']","['indonesia', 'ga', 'butuh', 'zioni', 'butuh', 'ngerusak', 'islam', 'aja']",indonesia ga butuh zioni butuh ngerusak islam aja
Zionist Israel biadab...!!! Indonesia Rawan pendukung zionist mereka berpakaian dan bicara selayaknya Islam tapi misi mereka memecah belah ummat Islam dgn perkataan mereka.,Positif,Zionist Israel biadab Indonesia Rawan pendukung zionist mereka berpakaian dan bicara selayaknya Islam tapi misi mereka memecah belah ummat Islam dgn perkataan mereka,zionist israel biadab indonesia rawan pendukung zionist mereka berpakaian dan bicara selayaknya islam tapi misi mereka memecah belah ummat islam dgn perkataan mereka,"['zionist', 'israel', 'biadab', 'indonesia', 'rawan', 'pendukung', 'zionist', 'mereka', 'berpakaian', 'dan', 'bicara', 'selayaknya', 'islam', 'tapi', 'misi', 'mereka', 'memecah', 'belah', 'ummat', 'islam', 'dgn', 'perkataan', 'mereka']","['zionist', 'israel', 'biadab', 'indonesia', 'rawan', 'pendukung', 'zionist', 'berpakaian', 'bicara', 'selayaknya', 'islam', 'misi', 'memecah', 'belah', 'ummat', 'islam', 'dgn', 'perkataan']","['zionist', 'israel', 'biadab', 'indonesia', 'rawan', 'pendukung', 'zionist', 'berpakaian', 'bicara', 'selayaknya', 'islam', 'misi', 'memecah', 'belah', 'ummat', 'islam', 'dgn', 'perkataan']",zionist israel biadab indonesia rawan pendukung zionist berpakaian bicara selayaknya islam misi memecah belah ummat islam dgn perkataan
ya allah ini udh biadab bngt kalo hukum islam mereka udh kena rajam sampe mati hitungan nya zina muhsan. @sosoo9z ka semoga setelah ini banyak kebahagiaan yg hadir di dalam hidup kamu ya tenang ka kalo mereka lolos di dunia balasan nya di akhirat,Positif,ya allah ini udh biadab bngt kalo hukum islam mereka udh kena rajam sampe mati hitungan nya zina muhsan  ka semoga setelah ini banyak kebahagiaan yg hadir di dalam hidup kamu ya tenang ka kalo mereka lolos di dunia balasan nya di akhirat,ya allah ini udh biadab bngt kalo hukum islam mereka udh kena rajam sampe mati hitungan nya zina muhsan  ka semoga setelah ini banyak kebahagiaan yg hadir di dalam hidup kamu ya tenang ka kalo mereka lolos di dunia balasan nya di akhirat,"['ya', 'allah', 'ini', 'udh', 'biadab', 'bngt', 'kalo', 'hukum', 'islam', 'mereka', 'udh', 'kena', 'rajam', 'sampe', 'mati', 'hitungan', 'nya', 'zina', 'muhsan', 'ka', 'semoga', 'setelah', 'ini', 'banyak', 'kebahagiaan', 'yg', 'hadir', 'di', 'dalam', 'hidup', 'kamu', 'ya', 'tenang', 'ka', 'kalo', 'mereka', 'lolos', 'di', 'dunia', 'balasan', 'nya', 'di', 'akhirat']","['ya', 'allah', 'udh', 'biadab', 'bngt', 'kalo', 'hukum', 'islam', 'udh', 'kena', 'rajam', 'sampe', 'mati', 'hitungan', 'nya', 'zina', 'muhsan', 'ka', 'semoga', 'kebahagiaan', 'yg', 'hadir', 'hidup', 'ya', 'tenang', 'ka', 'kalo', 'lolos', 'dunia', 'balasan', 'nya', 'akhirat']","['ya', 'allah', 'udh', 'biadab', 'bngt', 'kalo', 'hukum', 'islam', 'udh', 'kena', 'rajam', 'samp', 'mati', 'hitungan', 'nya', 'zina', 'muhsan', 'ka', 'semoga', 'kebahagiaan', 'yg', 'hadir', 'hidup', 'ya', 'tenang', 'ka', 'kalo', 'lolo', 'dunia', 'balasan', 'nya', 'akhirat']",ya allah udh biadab bngt kalo hukum islam udh kena rajam samp mati hitungan nya zina muhsan ka semoga kebahagiaan yg hadir hidup ya tenang ka kalo lolo dunia balasan nya akhirat
